CustomerID,Age,TenureMonths,MonthlyCharges,SupportCalls,ContractType,PaymentMethod,InternetService,Churn
CUST2741,33,2,64.34,0,Two Year,Mailed Check,Fiber Optic,No
CUST2742,38,33,80.71,0,Month-to-Month,Mailed Check,DSL,No
CUST2743,28,30,83.13,1,One Year,Bank Transfer,DSL,No
CUST2744,54,33,79.17,1,One Year,Electronic Check,Fiber Optic,No
CUST2745,53,26,90.26,1,Two Year,Credit Card,No,No
CUST2746,52,22,43.74,1,Two Year,Credit Card,DSL,No
CUST2747,36,66,71.24,1,One Year,Electronic Check,No,No
CUST2748,37,38,30.42,0,Month-to-Month,Credit Card,No,No
CUST2749,35,46,58.45,3,One Year,Credit Card,No,No
CUST2750,64,15,68.77,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2751,58,44,85.22,0,One Year,Credit Card,No,No
CUST2752,66,49,115.05,0,Two Year,Mailed Check,DSL,No
CUST2753,31,61,80.07,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2754,32,67,94.36,2,One Year,Electronic Check,DSL,No
CUST2755,48,6,70.63,3,Month-to-Month,Bank Transfer,DSL,Yes
CUST2756,18,9,83.41,0,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2757,20,6,27.09,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2758,33,32,45.44,0,One Year,Mailed Check,DSL,No
CUST2759,40,41,56.19,1,Two Year,Electronic Check,DSL,No
CUST2760,28,8,67.25,4,Two Year,Credit Card,Fiber Optic,Yes
CUST2761,29,50,24.56,1,Month-to-Month,Electronic Check,DSL,No
CUST2762,27,62,34.0,0,Two Year,Electronic Check,No,No
CUST2763,49,62,47.68,0,One Year,Electronic Check,DSL,No
CUST2764,33,7,117.15,2,Month-to-Month,Electronic Check,DSL,Yes
CUST2765,25,4,53.13,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2766,55,6,68.2,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2767,29,58,39.61,1,Two Year,Mailed Check,Fiber Optic,No
CUST2768,41,22,81.08,0,One Year,Electronic Check,DSL,No
CUST2769,45,26,48.07,3,One Year,Bank Transfer,No,No
CUST2770,25,3,40.7,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2771,45,41,71.66,0,One Year,Electronic Check,DSL,No
CUST2772,53,60,20.55,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2773,43,14,20.77,3,Month-to-Month,Electronic Check,No,No
CUST2774,25,12,41.91,1,One Year,Bank Transfer,DSL,Yes
CUST2775,67,12,23.67,1,Month-to-Month,Bank Transfer,DSL,Yes
CUST2776,45,13,30.8,2,Two Year,Bank Transfer,Fiber Optic,No
CUST2777,45,25,53.89,2,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2778,54,45,100.26,1,One Year,Credit Card,Fiber Optic,Yes
CUST2779,58,19,77.2,1,Month-to-Month,Mailed Check,DSL,No
CUST2780,53,55,71.27,2,One Year,Electronic Check,DSL,No
CUST2781,44,45,49.35,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2782,34,8,113.18,2,Month-to-Month,Bank Transfer,DSL,Yes
CUST2783,26,53,59.7,1,Two Year,Credit Card,Fiber Optic,No
CUST2784,50,55,28.71,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2785,37,32,81.71,2,Two Year,Mailed Check,DSL,No
CUST2786,30,51,31.38,2,Two Year,Mailed Check,No,No
CUST2787,45,44,54.52,0,Month-to-Month,Bank Transfer,No,No
CUST2788,65,70,70.74,4,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2789,46,18,107.42,2,One Year,Electronic Check,DSL,Yes
CUST2790,30,22,69.35,1,Two Year,Mailed Check,DSL,Yes
CUST2791,63,37,90.23,2,Two Year,Mailed Check,Fiber Optic,No
CUST2792,52,56,119.28,2,Month-to-Month,Electronic Check,DSL,No
CUST2793,23,59,33.15,0,One Year,Mailed Check,No,No
CUST2794,35,3,47.47,1,Month-to-Month,Bank Transfer,DSL,Yes
CUST2795,68,28,59.46,2,Two Year,Credit Card,Fiber Optic,No
CUST2796,22,35,62.18,1,Two Year,Credit Card,Fiber Optic,Yes
CUST2797,64,61,61.1,3,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2798,42,54,110.76,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2799,19,63,91.4,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2800,27,7,80.79,2,Month-to-Month,Credit Card,DSL,Yes
CUST2801,47,49,50.94,0,Two Year,Bank Transfer,No,No
CUST2802,67,31,102.38,1,Month-to-Month,Mailed Check,DSL,No
CUST2803,62,58,115.51,1,Month-to-Month,Mailed Check,No,Yes
CUST2804,22,61,102.12,2,Month-to-Month,Credit Card,No,No
CUST2805,50,24,20.16,1,Two Year,Mailed Check,DSL,No
CUST2806,18,20,83.64,2,One Year,Electronic Check,Fiber Optic,No
CUST2807,35,37,25.11,2,Month-to-Month,Mailed Check,DSL,Yes
CUST2808,49,4,45.76,0,Month-to-Month,Mailed Check,No,Yes
CUST2809,64,20,25.95,4,Two Year,Mailed Check,Fiber Optic,No
CUST2810,66,60,80.38,3,Two Year,Bank Transfer,DSL,No
CUST2811,28,24,88.66,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2812,38,50,31.45,1,Month-to-Month,Credit Card,DSL,No
CUST2813,43,49,58.38,1,Month-to-Month,Credit Card,No,No
CUST2814,42,51,65.62,2,Month-to-Month,Credit Card,DSL,Yes
CUST2815,39,36,56.91,1,One Year,Mailed Check,Fiber Optic,No
CUST2816,44,66,32.1,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2817,66,34,61.89,0,Month-to-Month,Electronic Check,No,No
CUST2818,30,36,95.12,1,Two Year,Mailed Check,DSL,No
CUST2819,50,6,27.1,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2820,51,39,28.02,1,One Year,Mailed Check,Fiber Optic,No
CUST2821,58,42,55.48,4,One Year,Electronic Check,Fiber Optic,No
CUST2822,52,58,114.17,0,Month-to-Month,Credit Card,DSL,No
CUST2823,18,12,86.86,3,Month-to-Month,Electronic Check,DSL,Yes
CUST2824,38,3,87.87,4,One Year,Credit Card,DSL,Yes
CUST2825,65,18,56.19,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2826,23,40,79.37,1,Month-to-Month,Bank Transfer,DSL,No
CUST2827,45,21,21.01,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2828,34,15,83.61,0,Two Year,Mailed Check,DSL,Yes
CUST2829,22,26,111.33,3,Month-to-Month,Mailed Check,No,Yes
CUST2830,48,8,81.26,2,Two Year,Credit Card,No,No
CUST2831,22,42,107.37,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2832,55,44,92.4,3,One Year,Bank Transfer,Fiber Optic,No
CUST2833,20,14,32.06,4,One Year,Electronic Check,DSL,No
CUST2834,40,2,110.25,0,Two Year,Mailed Check,DSL,Yes
CUST2835,54,37,26.64,3,Month-to-Month,Bank Transfer,DSL,No
CUST2836,54,69,73.4,1,One Year,Bank Transfer,Fiber Optic,No
CUST2837,27,38,34.21,2,One Year,Mailed Check,Fiber Optic,No
CUST2838,27,41,21.17,1,Month-to-Month,Electronic Check,No,No
CUST2839,36,62,62.2,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2840,34,60,49.5,3,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2841,38,14,68.6,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2842,31,2,77.72,2,Two Year,Bank Transfer,Fiber Optic,No
CUST2843,26,70,24.37,0,Month-to-Month,Mailed Check,DSL,No
CUST2844,63,17,32.3,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2845,18,28,75.86,1,One Year,Credit Card,Fiber Optic,No
CUST2846,68,66,54.32,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2847,62,35,92.92,3,Month-to-Month,Credit Card,No,No
CUST2848,30,5,85.23,3,Month-to-Month,Bank Transfer,DSL,Yes
CUST2849,21,65,104.56,2,Two Year,Mailed Check,DSL,No
CUST2850,18,40,89.25,0,Two Year,Mailed Check,Fiber Optic,No
CUST2851,66,56,62.99,2,Two Year,Credit Card,Fiber Optic,No
CUST2852,57,36,87.3,0,Month-to-Month,Mailed Check,DSL,No
CUST2853,49,45,47.54,2,One Year,Bank Transfer,Fiber Optic,No
CUST2854,51,23,50.63,3,Month-to-Month,Bank Transfer,No,Yes
CUST2855,45,47,98.9,1,Month-to-Month,Mailed Check,No,No
CUST2856,48,31,64.64,3,Month-to-Month,Bank Transfer,DSL,Yes
CUST2857,25,11,99.84,1,One Year,Electronic Check,No,Yes
CUST2858,56,10,102.24,0,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2859,43,67,105.76,3,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2860,51,14,111.66,0,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2861,20,10,63.1,2,Month-to-Month,Credit Card,No,Yes
CUST2862,67,1,51.89,2,One Year,Mailed Check,Fiber Optic,Yes
CUST2863,29,5,78.22,4,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2864,18,20,57.12,3,One Year,Mailed Check,Fiber Optic,Yes
CUST2865,61,8,80.11,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2866,22,43,90.56,2,Two Year,Electronic Check,DSL,No
CUST2867,47,1,88.84,3,One Year,Mailed Check,No,Yes
CUST2868,47,57,57.46,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2869,34,64,36.69,2,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2870,65,28,63.05,0,One Year,Credit Card,DSL,No
CUST2871,64,37,34.26,2,Two Year,Bank Transfer,Fiber Optic,No
CUST2872,40,47,109.01,1,Month-to-Month,Electronic Check,DSL,No
CUST2873,32,37,54.59,2,Month-to-Month,Credit Card,DSL,Yes
CUST2874,54,49,35.45,2,Two Year,Mailed Check,Fiber Optic,No
CUST2875,38,44,22.54,2,One Year,Bank Transfer,Fiber Optic,Yes
CUST2876,31,56,84.58,2,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2877,19,28,83.69,2,Month-to-Month,Bank Transfer,DSL,Yes
CUST2878,28,6,54.06,2,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2879,68,61,27.17,1,One Year,Mailed Check,DSL,No
CUST2880,56,20,60.96,2,Month-to-Month,Electronic Check,No,No
CUST2881,55,2,51.12,4,Two Year,Mailed Check,Fiber Optic,Yes
CUST2882,51,37,87.71,0,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2883,55,20,80.58,0,Month-to-Month,Bank Transfer,DSL,No
CUST2884,67,26,56.46,1,One Year,Electronic Check,DSL,No
CUST2885,51,29,41.79,0,Two Year,Credit Card,No,No
CUST2886,35,1,118.8,3,Two Year,Bank Transfer,DSL,Yes
CUST2887,47,35,65.4,0,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2888,32,70,88.83,0,One Year,Electronic Check,Fiber Optic,No
CUST2889,44,59,34.06,3,One Year,Bank Transfer,DSL,No
CUST2890,68,69,68.56,1,Month-to-Month,Mailed Check,No,No
CUST2891,51,33,22.75,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2892,69,51,70.55,0,Month-to-Month,Electronic Check,DSL,No
CUST2893,55,12,116.4,0,Month-to-Month,Electronic Check,DSL,Yes
CUST2894,50,20,58.42,2,Two Year,Bank Transfer,DSL,No
CUST2895,41,53,23.9,0,Month-to-Month,Mailed Check,No,No
CUST2896,32,43,23.1,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2897,47,50,58.8,2,Month-to-Month,Bank Transfer,DSL,No
CUST2898,59,29,36.0,2,One Year,Electronic Check,DSL,Yes
CUST2899,68,57,22.34,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2900,34,39,95.62,3,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2901,22,56,65.85,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2902,46,43,48.92,3,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2903,21,50,110.01,2,One Year,Electronic Check,DSL,No
CUST2904,27,23,31.61,1,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2905,34,44,115.59,3,One Year,Mailed Check,No,No
CUST2906,27,38,51.4,1,Month-to-Month,Electronic Check,DSL,No
CUST2907,34,23,108.84,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2908,37,45,80.29,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2909,41,52,102.67,1,Two Year,Credit Card,Fiber Optic,No
CUST2910,22,50,118.4,1,One Year,Electronic Check,DSL,No
CUST2911,51,8,48.84,3,Month-to-Month,Electronic Check,No,Yes
CUST2912,23,1,116.11,0,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2913,19,8,58.95,1,Month-to-Month,Mailed Check,Fiber Optic,No
CUST2914,30,29,58.55,1,Two Year,Bank Transfer,DSL,No
CUST2915,60,5,54.04,1,One Year,Credit Card,DSL,No
CUST2916,60,47,74.14,1,Month-to-Month,Mailed Check,DSL,No
CUST2917,65,34,35.41,1,One Year,Mailed Check,Fiber Optic,No
CUST2918,28,65,75.37,0,Month-to-Month,Mailed Check,DSL,No
CUST2919,68,55,74.17,1,Two Year,Bank Transfer,Fiber Optic,No
CUST2920,64,43,96.19,2,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2921,40,30,103.36,2,One Year,Electronic Check,Fiber Optic,No
CUST2922,33,17,64.04,0,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2923,48,26,50.23,1,One Year,Electronic Check,Fiber Optic,No
CUST2924,28,8,45.93,6,One Year,Mailed Check,DSL,Yes
CUST2925,33,47,39.46,1,One Year,Mailed Check,DSL,No
CUST2926,25,46,25.76,1,One Year,Bank Transfer,Fiber Optic,Yes
CUST2927,21,68,54.24,1,Two Year,Credit Card,Fiber Optic,No
CUST2928,57,33,47.02,1,Month-to-Month,Mailed Check,DSL,No
CUST2929,21,1,116.64,1,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2930,42,19,75.77,3,Month-to-Month,Electronic Check,DSL,Yes
CUST2931,20,31,54.73,1,Two Year,Bank Transfer,DSL,No
CUST2932,49,14,78.05,1,Month-to-Month,Electronic Check,DSL,Yes
CUST2933,20,53,33.92,0,One Year,Credit Card,No,No
CUST2934,44,48,64.4,3,One Year,Mailed Check,DSL,No
CUST2935,46,69,82.62,0,Month-to-Month,Electronic Check,DSL,No
CUST2936,49,62,68.89,0,Month-to-Month,Electronic Check,DSL,No
CUST2937,67,66,60.18,2,Month-to-Month,Mailed Check,DSL,No
CUST2938,68,64,119.38,1,Month-to-Month,Bank Transfer,Fiber Optic,No
CUST2939,36,70,108.03,3,Month-to-Month,Electronic Check,DSL,Yes
CUST2940,38,63,82.34,1,Month-to-Month,Bank Transfer,DSL,Yes
CUST2941,22,33,76.94,0,Two Year,Bank Transfer,Fiber Optic,No
CUST2942,35,41,82.07,5,Two Year,Electronic Check,DSL,No
CUST2943,45,48,40.13,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2944,59,13,59.51,2,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2945,39,31,23.95,2,Month-to-Month,Electronic Check,DSL,No
CUST2946,38,68,67.55,0,One Year,Bank Transfer,Fiber Optic,No
CUST2947,23,4,74.3,0,Two Year,Mailed Check,DSL,No
CUST2948,18,19,42.77,1,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2949,22,70,116.4,3,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2950,58,13,110.95,1,One Year,Mailed Check,DSL,No
CUST2951,29,23,92.21,2,One Year,Mailed Check,Fiber Optic,No
CUST2952,43,1,73.34,0,Month-to-Month,Bank Transfer,No,No
CUST2953,63,54,107.0,2,One Year,Mailed Check,No,No
CUST2954,51,71,33.07,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2955,66,15,99.05,1,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2956,31,65,32.48,0,One Year,Electronic Check,DSL,No
CUST2957,43,71,99.42,1,Two Year,Electronic Check,DSL,No
CUST2958,62,15,47.58,1,Month-to-Month,Bank Transfer,Fiber Optic,Yes
CUST2959,44,21,107.71,0,Two Year,Credit Card,Fiber Optic,No
CUST2960,26,19,114.4,1,Month-to-Month,Electronic Check,No,Yes
CUST2961,43,60,34.88,1,One Year,Mailed Check,Fiber Optic,No
CUST2962,64,33,66.27,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2963,39,49,118.1,2,Two Year,Electronic Check,Fiber Optic,No
CUST2964,64,35,68.34,1,Two Year,Bank Transfer,No,No
CUST2965,47,44,106.35,3,Month-to-Month,Mailed Check,Fiber Optic,Yes
CUST2966,60,11,78.87,1,Two Year,Mailed Check,Fiber Optic,No
CUST2967,65,66,57.53,0,Two Year,Mailed Check,DSL,No
CUST2968,34,46,48.58,2,One Year,Bank Transfer,No,No
CUST2969,43,9,40.32,3,Month-to-Month,Mailed Check,DSL,Yes
CUST2970,53,3,96.18,2,Two Year,Mailed Check,No,No
CUST2971,18,26,58.65,1,Two Year,Electronic Check,Fiber Optic,No
CUST2972,25,48,71.13,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2973,66,66,69.23,2,Two Year,Mailed Check,Fiber Optic,No
CUST2974,52,70,77.73,2,Month-to-Month,Credit Card,Fiber Optic,No
CUST2975,69,28,106.56,2,Month-to-Month,Credit Card,DSL,No
CUST2976,32,26,118.07,2,Month-to-Month,Mailed Check,No,Yes
CUST2977,64,25,60.76,2,One Year,Credit Card,Fiber Optic,No
CUST2978,39,12,102.75,6,One Year,Bank Transfer,DSL,Yes
CUST2979,31,5,96.45,0,Month-to-Month,Electronic Check,DSL,Yes
CUST2980,43,48,77.35,2,Two Year,Bank Transfer,Fiber Optic,No
CUST2981,45,37,115.6,2,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2982,40,44,40.05,0,Month-to-Month,Credit Card,Fiber Optic,No
CUST2983,31,15,30.93,2,Month-to-Month,Credit Card,Fiber Optic,Yes
CUST2984,41,43,105.4,1,One Year,Mailed Check,Fiber Optic,No
CUST2985,19,48,63.91,1,Two Year,Credit Card,No,No
CUST2986,62,70,104.7,4,One Year,Credit Card,Fiber Optic,No
CUST2987,43,46,109.31,3,Two Year,Mailed Check,No,No
CUST2988,31,43,26.25,1,Month-to-Month,Mailed Check,DSL,No
CUST2989,68,21,108.35,0,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2990,24,23,64.83,0,Month-to-Month,Credit Card,DSL,No
CUST2991,20,47,71.04,0,Month-to-Month,Electronic Check,Fiber Optic,Yes
CUST2992,64,15,82.66,2,Month-to-Month,Electronic Check,No,Yes
CUST2993,40,25,112.64,2,One Year,Bank Transfer,DSL,No
CUST2994,63,36,21.91,5,Month-to-Month,Credit Card,DSL,No
CUST2995,60,51,67.68,1,One Year,Credit Card,No,Yes
CUST2996,64,15,88.77,0,Month-to-Month,Bank Transfer,DSL,Yes
CUST2997,62,68,92.27,1,Month-to-Month,Electronic Check,Fiber Optic,No
CUST2998,35,21,89.25,2,One Year,Credit Card,Fiber Optic,Yes
CUST2999,55,13,33.44,1,Month-to-Month,Electronic Check,No,No
